Recebido;Node;RSSI;SNR;Client ID;Bateria;Client RSSI;Mensagem
29/06/2022 08:25;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 32 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 fc 97
29/06/2022 08:24;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 31 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 16 87
29/06/2022 08:23;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 e7 c3
29/06/2022 08:22;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 e7 c3
29/06/2022 08:21;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 7b 4e
29/06/2022 08:20;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 32 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 fc 97
29/06/2022 08:20;300;0;0;;-;-;2c 01 28 22 61 b0 11 11 21 e1 02 4b
29/06/2022 08:19;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 7b 4e
29/06/2022 08:18;300;-58;46;3747924;392%;-;2c 01 28 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 75 d1
29/06/2022 08:18;300;0;0;;-;-;2c 01 28 5b 7f 6b
29/06/2022 08:17;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 31 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 16 87
29/06/2022 08:16;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 31 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 16 87
29/06/2022 08:15;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 31 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 fe 63
29/06/2022 08:14;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 7b 4e
29/06/2022 08:13;300;-72;49;3029296;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 31 2e 39 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 7b 4e
29/06/2022 08:12;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 93 aa
29/06/2022 08:11;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 93 aa
29/06/2022 08:11;255;-65;8;16486;-;-71;ff 00 28 12 02 19 67 00 41 00 46 08 00 40 66 00 56 53 3b 47 00 cb e5 c8 ff ff 67 76 5a 19
29/06/2022 08:10;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 9c 15
29/06/2022 08:09;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 5f f6
29/06/2022 08:08;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 5f f6
29/06/2022 08:07;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 b6 16
29/06/2022 08:06;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 b6 16
29/06/2022 08:05;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 9c 15
29/06/2022 08:04;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 b6 16
29/06/2022 08:03;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 5f f6
29/06/2022 08:02;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 5f f6
29/06/2022 08:01;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 5f f6
29/06/2022 08:00;255;-83;7;1712;80%;-;ff 00 28 12 02 19 67 00 53 00 45 07 00 06 b0 00 23 ee 1e 0a 07 3a 21 60 ff ff 67 76 bd ba
29/06/2022 08:00;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 32 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 14 73
29/06/2022 07:58;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 31 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 0c 6f
29/06/2022 07:57;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 93 aa
29/06/2022 07:56;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 93 aa
29/06/2022 07:55;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 91 e6
29/06/2022 07:54;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 31 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 2b 9f
29/06/2022 07:53;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 91 e6
29/06/2022 07:52;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 31 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 2b 9f
29/06/2022 07:51;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 91 e6
29/06/2022 07:51;255;-116;252;5417;56%;-;ff 00 28 12 02 19 67 00 74 00 43 fc 00 15 29 00 e6 ba 18 07 17 64 fd 4d ff ff 67 76 34 16
29/06/2022 07:50;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 31 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 0c 6f
29/06/2022 07:49;300;-72;50;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 30 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 32 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 14 73
29/06/2022 07:48;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 b6 16
29/06/2022 07:47;300;-72;50;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 31 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 9c 15
29/06/2022 07:46;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 b6 16
29/06/2022 07:45;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 b6 16
29/06/2022 07:44;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 bb e5
29/06/2022 07:43;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 bb e5
29/06/2022 07:42;300;-72;50;3027760;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 33 30 54 3a 32 34 2e 34 30 49 3a 32 34 2e 35 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 aa 86
29/06/2022 07:41;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 35 30 49 3a 32 34 2e 36 33 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 7e cf
29/06/2022 07:40;300;-72;50;3027760;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 33 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 64 96
29/06/2022 07:39;300;-72;50;3027504;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 32 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 bb e5
29/06/2022 07:38;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 36 30 49 3a 32 34 2e 37 34 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 86 45
29/06/2022 07:37;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 36 30 49 3a 32 34 2e 37 35 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 4a 19
29/06/2022 07:36;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 37 30 49 3a 32 34 2e 38 36 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 39 ec
29/06/2022 07:35;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 36 30 49 3a 32 34 2e 37 34 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 86 45
29/06/2022 07:34;300;-72;50;3027760;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 33 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 64 96
29/06/2022 07:33;300;-58;46;3420244;392%;-;2c 01 28 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 3b 39
29/06/2022 07:33;300;0;0;;-;-;2c 01 28 5b 7f 6b
29/06/2022 07:31;255;-74;6;5580;80%;-;ff 00 28 12 02 19 67 00 4a 00 42 06 00 15 cc 00 50 98 1a 0a 06 b1 6f 3c ff ff 67 76 f8 25
29/06/2022 07:31;300;-72;50;3027760;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 33 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 64 96
29/06/2022 07:30;300;-72;51;3026992;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 33 2e 30 30 54 3a 32 34 2e 30 30 49 3a 32 34 2e 31 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 13 f0
29/06/2022 07:29;300;-72;51;3027248;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 33 2e 31 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 37 60
29/06/2022 07:28;300;-72;50;3029040;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 38 30 54 3a 32 34 2e 30 30 49 3a 32 34 2e 31 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f4 9c
29/06/2022 07:27;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 35 30 49 3a 32 34 2e 36 34 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 54 b9
29/06/2022 07:26;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 35 a6
29/06/2022 07:25;300;-72;50;3027760;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 33 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 64 96
29/06/2022 07:24;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f6 45
29/06/2022 07:23;300;-72;50;3029040;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 38 30 54 3a 32 34 2e 39 30 49 3a 32 35 2e 30 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 3b c3
29/06/2022 07:22;300;-72;50;3027760;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 33 30 54 3a 32 34 2e 30 30 49 3a 32 34 2e 30 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 78 96
29/06/2022 07:21;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 35 a6
29/06/2022 07:20;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 35 a6
29/06/2022 07:19;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 35 a6
29/06/2022 07:17;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 2e 4a
29/06/2022 07:15;300;-72;50;3027760;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 33 30 54 3a 32 34 2e 30 30 49 3a 32 34 2e 30 38 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 78 96
29/06/2022 07:14;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 35 a6
29/06/2022 07:13;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 35 a6
29/06/2022 07:12;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 2e 4a
29/06/2022 07:11;300;-72;50;3028528;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 36 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 09 ba
29/06/2022 07:10;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 32 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 24 b9
29/06/2022 07:10;255;-65;8;16486;800%;-;ff 00 28 12 02 19 67 00 41 00 41 08 00 40 66 00 56 52 3b 64 00 d5 e7 84 ff ff 67 76 8c 8c
29/06/2022 07:09;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 32 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 24 b9
29/06/2022 07:08;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 32 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 24 b9
29/06/2022 07:08;300;-96;229;15073650;-;-40;2c 01 28 44 61 d3 a7 85 60 71 fd e5 e6 01 72 9c e7 2f 71 28 77
29/06/2022 07:07;300;-72;50;3028784;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 37 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 15 2a
29/06/2022 07:06;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 32 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 24 b9
29/06/2022 07:05;300;-72;50;3028272;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 35 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 32 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 24 b9
29/06/2022 07:04;300;-72;50;3028528;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 36 30 54 3a 32 34 2e 33 30 49 3a 32 34 2e 34 32 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 09 ba
29/06/2022 07:03;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f6 45
29/06/2022 07:02;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f6 45
29/06/2022 07:01;255;-109;3;5417;-;-12;ff 00 28 12 02 19 67 00 6d 00 40 03 00 15 29 00 e6 b9 1a 0c 06 a0 44 74 ff ff 67 76 b5 87
29/06/2022 07:01;255;-108;2;5417;56%;-;ff 00 28 12 02 19 67 00 6c 00 3f 02 00 15 29 00 e6 b8 1a 07 06 34 e9 39 ff ff 67 76 67 bc
29/06/2022 07:01;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 35 a6
29/06/2022 07:00;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 31 30 49 3a 32 34 2e 31 39 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 35 a6
29/06/2022 06:59;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f6 45
29/06/2022 06:58;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f6 45
29/06/2022 06:57;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f6 45
29/06/2022 06:56;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f6 45
29/06/2022 06:55;300;-72;50;3028016;368%;-;2c 01 28 5b 45 78 74 5d 48 3a 36 32 2e 34 30 54 3a 32 34 2e 32 30 49 3a 32 34 2e 33 30 5b 49 6e 74 5d 48 3a 30 2e 30 30 54 3a 30 2e 30 30 50 3a 20 30 f6 45
